rNN	rNO	aNNO	EDIF	ETRIP	ESING
   1.124	   1.850	 154.000	 -22.244	 -184.15716002	 -184.12171131
   1.124	   1.850	 155.000	 -22.012	 -184.15698540	 -184.12190749
   1.124	   1.850	 156.000	 -21.786	 -184.15681359	 -184.12209557
   1.124	   1.850	 157.000	 -21.567	 -184.15664502	 -184.12227556
   1.124	   1.850	 158.000	 -21.356	 -184.15648015	 -184.12244748
   1.124	   1.850	 159.000	 -21.152	 -184.15631937	 -184.12261135
   1.124	   1.850	 160.000	 -20.956	 -184.15616311	 -184.12276721
   1.124	   1.850	 161.000	 -20.768	 -184.15601177	 -184.12291510
   1.124	   1.850	 162.000	 -20.589	 -184.15586572	 -184.12305505
   1.124	   1.850	 163.000	 -20.418	 -184.15572534	 -184.12318710
   1.124	   1.850	 164.000	 -20.256	 -184.15559099	 -184.12331129
   1.124	   1.850	 165.000	 -20.102	 -184.15546300	 -184.12342766
   1.124	   1.850	 166.000	 -19.958	 -184.15534170	 -184.12353625
   1.124	   1.850	 167.000	 -19.823	 -184.15522739	 -184.12363711
   1.124	   1.850	 168.000	 -19.698	 -184.15512036	 -184.12373028
   1.124	   1.850	 169.000	 -19.581	 -184.15502089	 -184.12381580
   1.128	   1.900	  90.000	 -31.001	 -184.15370760	 -184.10430477
   1.128	   1.900	  91.000	 -31.666	 -184.15462199	 -184.10415860
   1.128	   1.900	  92.000	 -32.284	 -184.15548321	 -184.10403459
   1.128	   1.900	  93.000	 -32.856	 -184.15629356	 -184.10393358
   1.128	   1.900	  94.000	 -33.383	 -184.15705529	 -184.10385657
   1.128	   1.900	  95.000	 -33.864	 -184.15777056	 -184.10380455
   1.128	   1.900	  96.000	 -34.301	 -184.15844149	 -184.10377865
   1.128	   1.900	  97.000	 -34.695	 -184.15907009	 -184.10377990
   1.128	   1.900	  98.000	 -35.046	 -184.15965830	 -184.10380919
   1.128	   1.900	  99.000	 -35.354	 -184.16020798	 -184.10386730
   1.128	   1.900	 100.000	 -35.621	 -184.16072091	 -184.10395467
   1.128	   1.900	 101.000	 -35.848	 -184.16119880	 -184.10407139
   1.128	   1.900	 102.000	 -36.035	 -184.16164327	 -184.10421713
   1.127	   1.900	 103.000	 -36.185	 -184.16205588	 -184.10439108
   1.127	   1.900	 104.000	 -36.299	 -184.16243810	 -184.10459201
   1.127	   1.900	 105.000	 -36.379	 -184.16279134	 -184.10481822
   1.127	   1.900	 106.000	 -36.426	 -184.16311694	 -184.10506762
   1.127	   1.900	 107.000	 -36.445	 -184.16341617	 -184.10533791
   1.127	   1.900	 108.000	 -36.435	 -184.16369026	 -184.10562670
   1.127	   1.900	 109.000	 -36.401	 -184.16394035	 -184.10593143
   1.127	   1.900	 110.000	 -36.344	 -184.16416755	 -184.10624958
   1.127	   1.900	 111.000	 -36.266	 -184.16437292	 -184.10657877
   1.127	   1.900	 112.000	 -36.170	 -184.16455744	 -184.10691682
   1.126	   1.900	 113.000	 -36.057	 -184.16472207	 -184.10726169
   1.126	   1.900	 114.000	 -35.929	 -184.16486772	 -184.10761158
   1.126	   1.900	 115.000	 -35.787	 -184.16499525	 -184.10796486
   1.126	   1.900	 116.000	 -35.633	 -184.16510549	 -184.10832013
   1.126	   1.900	 117.000	 -35.469	 -184.16519924	 -184.10867616
   1.126	   1.900	 118.000	 -35.295	 -184.16527725	 -184.10903187
   1.126	   1.900	 119.000	 -35.112	 -184.16534024	 -184.10938636
   1.126	   1.900	 120.000	 -34.921	 -184.16538892	 -184.10973884
   1.126	   1.900	 121.000	 -34.723	 -184.16542395	 -184.11008862
   1.126	   1.900	 122.000	 -34.520	 -184.16544598	 -184.11043513
   1.125	   1.900	 123.000	 -34.311	 -184.16545563	 -184.11077791
   1.125	   1.900	 124.000	 -34.097	 -184.16545350	 -184.11111651
   1.125	   1.900	 125.000	 -33.879	 -184.16544018	 -184.11145058
   1.125	   1.900	 126.000	 -33.657	 -184.16541622	 -184.11177982
   1.215	   1.900	 127.000	   0.000	    0.00000000	    0.00000000
   1.125	   1.900	 128.000	 -33.205	 -184.16533861	 -184.11242284
   1.125	   1.900	 129.000	 -32.975	 -184.16528602	 -184.11273624
   1.125	   1.900	 130.000	 -32.744	 -184.16522492	 -184.11304398
   1.125	   1.900	 131.000	 -32.511	 -184.16515581	 -184.11334598
   1.125	   1.900	 132.000	 -32.277	 -184.16507917	 -184.11364208
   1.125	   1.900	 133.000	 -32.043	 -184.16499550	 -184.11393221
   1.125	   1.900	 134.000	 -31.808	 -184.16490525	 -184.11421631
   1.125	   1.900	 135.000	 -31.573	 -184.16480890	 -184.11449430
   1.124	   1.900	 136.000	 -31.338	 -184.16470690	 -184.11476615
   1.124	   1.900	 137.000	 -31.104	 -184.16459969	 -184.11503179
   1.215	   1.900	 138.000	   0.000	    0.00000000	    0.00000000
   1.124	   1.900	 139.000	 -30.639	 -184.16437142	 -184.11554435
   1.124	   1.900	 140.000	 -30.409	 -184.16425123	 -184.11579121
   1.124	   1.900	 141.000	 -30.181	 -184.16412756	 -184.11603176
   1.124	   1.900	 142.000	 -29.954	 -184.16400083	 -184.11626600
   1.124	   1.900	 143.000	 -29.730	 -184.16387146	 -184.11649390
   1.124	   1.900	 144.000	 -29.508	 -184.16373985	 -184.11671546
   1.124	   1.900	 145.000	 -29.289	 -184.16360641	 -184.11693068
   1.124	   1.900	 146.000	 -29.074	 -184.16347153	 -184.11713954
   1.124	   1.900	 147.000	 -28.861	 -184.16333560	 -184.11734206
   1.124	   1.900	 148.000	 -28.653	 -184.16319902	 -184.11753823
   1.124	   1.900	 149.000	 -28.448	 -184.16306216	 -184.11772806
   1.124	   1.900	 150.000	 -28.247	 -184.16292540	 -184.11791154
   1.124	   1.900	 151.000	 -28.050	 -184.16278911	 -184.11808871
   1.124	   1.900	 152.000	 -27.858	 -184.16265366	 -184.11825956
   1.124	   1.900	 153.000	 -27.670	 -184.16251939	 -184.11842411
   1.124	   1.900	 154.000	 -27.488	 -184.16238668	 -184.11858238
   1.124	   1.900	 155.000	 -27.310	 -184.16225585	 -184.11873437
   1.124	   1.900	 156.000	 -27.138	 -184.16212725	 -184.11888012
   1.124	   1.900	 157.000	 -26.971	 -184.16200119	 -184.11901963
   1.124	   1.900	 158.000	 -26.810	 -184.16187802	 -184.11915294
   1.124	   1.900	 159.000	 -26.655	 -184.16175802	 -184.11928006
   1.124	   1.900	 160.000	 -26.506	 -184.16164150	 -184.11940102
   1.124	   1.900	 161.000	 -26.363	 -184.16152875	 -184.11951586
   1.124	   1.900	 162.000	 -26.227	 -184.16142006	 -184.11962458
   1.215	   1.900	 163.000	   0.000	    0.00000000	    0.00000000
   1.124	   1.900	 164.000	 -25.974	 -184.16121586	 -184.11982382
   1.124	   1.900	 165.000	 -25.857	 -184.16112085	 -184.11991439
   1.124	   1.900	 166.000	 -25.748	 -184.16103088	 -184.11999897
   1.124	   1.900	 167.000	 -25.645	 -184.16094617	 -184.12007757
   1.124	   1.900	 168.000	 -25.550	 -184.16086691	 -184.12015023
   1.124	   1.900	 169.000	 -25.462	 -184.16079329	 -184.12021698
   1.127	   1.950	  90.000	 -34.453	 -184.15937772	 -184.10447376
   1.127	   1.950	  91.000	 -34.963	 -184.16014083	 -184.10442354
   1.127	   1.950	  92.000	 -35.435	 -184.16085927	 -184.10438929
   1.126	   1.950	  93.000	 -35.871	 -184.16153506	 -184.10437176
   1.126	   1.950	  94.000	 -36.269	 -184.16217012	 -184.10437157
   1.126	   1.950	  95.000	 -36.632	 -184.16276633	 -184.10438945
   1.126	   1.950	  96.000	 -36.960	 -184.16332549	 -184.10442603
   1.126	   1.950	  97.000	 -37.254	 -184.16384934	 -184.10448184
   1.126	   1.950	  98.000	 -37.514	 -184.16433953	 -184.10455729
   1.126	   1.950	  99.000	 -37.742	 -184.16479765	 -184.10465260
   1.126	   1.950	 100.000	 -37.938	 -184.16522521	 -184.10476775
   1.126	   1.950	 101.000	 -38.103	 -184.16562367	 -184.10490246
   1.126	   1.950	 102.000	 -38.239	 -184.16599441	 -184.10505617
   1.126	   1.950	 103.000	 -38.348	 -184.16633874	 -184.10522805
   1.126	   1.950	 104.000	 -38.429	 -184.16665791	 -184.10541700
   1.126	   1.950	 105.000	 -38.486	 -184.16695312	 -184.10562174
   1.126	   1.950	 106.000	 -38.520	 -184.16722550	 -184.10584076
   1.126	   1.950	 107.000	 -38.531	 -184.16747611	 -184.10607241
   1.125	   1.950	 108.000	 -38.523	 -184.16770600	 -184.10631512
   1.125	   1.950	 109.000	 -38.497	 -184.16791613	 -184.10656724
   1.125	   1.950	 110.000	 -38.454	 -184.16810742	 -184.10682716
   1.125	   1.950	 111.000	 -38.396	 -184.16828075	 -184.10709338
   1.125	   1.950	 112.000	 -38.324	 -184.16843696	 -184.10736449
   1.125	   1.950	 113.000	 -38.239	 -184.16857684	 -184.10763925
   1.125	   1.950	 114.000	 -38.143	 -184.16870115	 -184.10791648
   1.125	   1.950	 115.000	 -38.037	 -184.16881062	 -184.10819522
   1.125	   1.950	 116.000	 -37.921	 -184.16890592	 -184.10847449
   1.125	   1.950	 117.000	 -37.798	 -184.16898772	 -184.10875352
   1.125	   1.950	 118.000	 -37.666	 -184.16905665	 -184.10903164
   1.125	   1.950	 119.000	 -37.528	 -184.16911331	 -184.10930824
   1.125	   1.950	 120.000	 -37.384	 -184.16915828	 -184.10958281
   1.125	   1.950	 121.000	 -37.235	 -184.16919211	 -184.10985485
   1.124	   1.950	 122.000	 -37.080	 -184.16921535	 -184.11012407
   1.124	   1.950	 123.000	 -36.922	 -184.16922851	 -184.11039010
   1.124	   1.950	 124.000	 -36.759	 -184.16923210	 -184.11065265
   1.124	   1.950	 125.000	 -36.593	 -184.16922661	 -184.11091147
   1.124	   1.950	 126.000	 -36.424	 -184.16921249	 -184.11116638
   1.124	   1.950	 127.000	 -36.253	 -184.16919025	 -184.11141716
   1.124	   1.950	 128.000	 -36.080	 -184.16916028	 -184.11166374
   1.124	   1.950	 129.000	 -35.904	 -184.16912303	 -184.11190595
   1.124	   1.950	 130.000	 -35.727	 -184.16907895	 -184.11214368
   1.124	   1.950	 131.000	 -35.549	 -184.16902843	 -184.11237687
   1.124	   1.950	 132.000	 -35.371	 -184.16897190	 -184.11260542
   1.124	   1.950	 133.000	 -35.191	 -184.16890975	 -184.11282929
   1.124	   1.950	 134.000	 -35.011	 -184.16884236	 -184.11304844
   1.124	   1.950	 135.000	 -34.831	 -184.16877013	 -184.11326279
   1.124	   1.950	 136.000	 -34.652	 -184.16869343	 -184.11347233
   1.124	   1.950	 137.000	 -34.473	 -184.16861263	 -184.11367703
   1.124	   1.950	 138.000	 -34.294	 -184.16852808	 -184.11387689
   1.124	   1.950	 139.000	 -34.117	 -184.16844016	 -184.11407188
   1.124	   1.950	 140.000	 -33.940	 -184.16834919	 -184.11426199
   1.123	   1.950	 141.000	 -33.765	 -184.16825553	 -184.11444723
   1.123	   1.950	 142.000	 -33.592	 -184.16815952	 -184.11462757
   1.123	   1.950	 143.000	 -33.420	 -184.16806148	 -184.11480303
   1.123	   1.950	 144.000	 -33.251	 -184.16796174	 -184.11497357
   1.123	   1.950	 145.000	 -33.083	 -184.16786062	 -184.11513929
   1.123	   1.950	 146.000	 -32.918	 -184.16775843	 -184.11530009
   1.123	   1.950	 147.000	 -32.756	 -184.16765547	 -184.11545602
   1.123	   1.950	 148.000	 -32.596	 -184.16755206	 -184.11560708
   1.123	   1.950	 149.000	 -32.439	 -184.16744850	 -184.11575329
   1.123	   1.950	 150.000	 -32.286	 -184.16734507	 -184.11589464
   1.123	   1.950	 151.000	 -32.135	 -184.16724206	 -184.11603117
   1.123	   1.950	 152.000	 -31.988	 -184.16713975	 -184.11616287
   1.123	   1.950	 153.000	 -31.845	 -184.16703841	 -184.11628976
   1.123	   1.950	 154.000	 -31.706	 -184.16693830	 -184.11641186
   1.123	   1.950	 155.000	 -31.570	 -184.16683970	 -184.11652919
   1.123	   1.950	 156.000	 -31.439	 -184.16674284	 -184.11664175
   1.123	   1.950	 157.000	 -31.312	 -184.16664798	 -184.11674957
   1.123	   1.950	 158.000	 -31.189	 -184.16655535	 -184.11685267
   1.123	   1.950	 159.000	 -31.071	 -184.16646519	 -184.11695106
   1.123	   1.950	 160.000	 -30.957	 -184.16637771	 -184.11704475
   1.123	   1.950	 161.000	 -30.848	 -184.16629312	 -184.11713377
   1.123	   1.950	 162.000	 -30.744	 -184.16621163	 -184.11721813
   1.123	   1.950	 163.000	 -30.645	 -184.16613341	 -184.11729784
   1.123	   1.950	 164.000	 -30.551	 -184.16605868	 -184.11737293
   1.123	   1.950	 165.000	 -30.462	 -184.16598761	 -184.11744340
   1.123	   1.950	 166.000	 -30.378	 -184.16592036	 -184.11750927
   1.123	   1.950	 167.000	 -30.300	 -184.16585707	 -184.11757055
   1.123	   1.950	 168.000	 -30.228	 -184.16579789	 -184.11762724
   1.123	   1.950	 169.000	 -30.160	 -184.16574295	 -184.11767937
   1.125	   2.000	  90.000	 -37.188	 -184.16433573	 -184.10507219
   1.125	   2.000	  91.000	 -37.580	 -184.16497333	 -184.10508578
   1.125	   2.000	  92.000	 -37.941	 -184.16557333	 -184.10510992
   1.125	   2.000	  93.000	 -38.273	 -184.16613748	 -184.10514515
   1.125	   2.000	  94.000	 -38.576	 -184.16666746	 -184.10519200
   1.125	   2.000	  95.000	 -38.852	 -184.16716487	 -184.10525094
   1.125	   2.000	  96.000	 -39.099	 -184.16763127	 -184.10532239
   1.125	   2.000	  97.000	 -39.321	 -184.16806814	 -184.10540665
   1.125	   2.000	  98.000	 -39.516	 -184.16847689	 -184.10550391
   1.125	   2.000	  99.000	 -39.687	 -184.16885887	 -184.10561419
   1.125	   2.000	 100.000	 -39.833	 -184.16921539	 -184.10573736
   1.125	   2.000	 101.000	 -39.956	 -184.16954766	 -184.10587308
   1.125	   2.000	 102.000	 -40.058	 -184.16985687	 -184.10602086
   1.125	   2.000	 103.000	 -40.138	 -184.17014412	 -184.10618004
   1.125	   2.000	 104.000	 -40.199	 -184.17041047	 -184.10634978
   1.125	   2.000	 105.000	 -40.241	 -184.17065694	 -184.10652921
   1.125	   2.000	 106.000	 -40.266	 -184.17088447	 -184.10671715
   1.124	   2.000	 107.000	 -40.274	 -184.17109399	 -184.10691273
   1.124	   2.000	 108.000	 -40.268	 -184.17128634	 -184.10711472
   1.124	   2.000	 109.000	 -40.249	 -184.17146236	 -184.10732209
   1.124	   2.000	 110.000	 -40.216	 -184.17162282	 -184.10753380
   1.124	   2.000	 111.000	 -40.173	 -184.17176846	 -184.10774890
   1.124	   2.000	 112.000	 -40.119	 -184.17189999	 -184.10796649
   1.124	   2.000	 113.000	 -40.055	 -184.17201806	 -184.10818578
   1.124	   2.000	 114.000	 -39.983	 -184.17212332	 -184.10840599
   1.124	   2.000	 115.000	 -39.903	 -184.17221637	 -184.10862650
   1.124	   2.000	 116.000	 -39.816	 -184.17229779	 -184.10884669
   1.124	   2.000	 117.000	 -39.723	 -184.17236814	 -184.10906616
   1.124	   2.000	 118.000	 -39.623	 -184.17242794	 -184.10928432
   1.124	   2.000	 119.000	 -39.519	 -184.17247770	 -184.10950085
   1.124	   2.000	 120.000	 -39.409	 -184.17251790	 -184.10971539
   1.124	   2.000	 121.000	 -39.296	 -184.17254902	 -184.10992765
   1.124	   2.000	 122.000	 -39.178	 -184.17257150	 -184.11013739
   1.124	   2.000	 123.000	 -39.057	 -184.17258579	 -184.11034438
   1.124	   2.000	 124.000	 -38.933	 -184.17259230	 -184.11054843
   1.124	   2.000	 125.000	 -38.806	 -184.17259143	 -184.11074940
   1.123	   2.000	 126.000	 -38.677	 -184.17258360	 -184.11094711
   1.123	   2.000	 127.000	 -38.546	 -184.17256917	 -184.11114152
   1.123	   2.000	 128.000	 -38.414	 -184.17254854	 -184.11133251
   1.123	   2.000	 129.000	 -38.279	 -184.17252205	 -184.11151998
   1.123	   2.000	 130.000	 -38.144	 -184.17249007	 -184.11170389
   1.123	   2.000	 131.000	 -38.007	 -184.17245294	 -184.11188418
   1.123	   2.000	 132.000	 -37.870	 -184.17241101	 -184.11206076
   1.123	   2.000	 133.000	 -37.733	 -184.17236460	 -184.11223370
   1.123	   2.000	 134.000	 -37.595	 -184.17231403	 -184.11240292
   1.123	   2.000	 135.000	 -37.457	 -184.17225963	 -184.11256839
   1.123	   2.000	 136.000	 -37.319	 -184.17220170	 -184.11273012
   1.123	   2.000	 137.000	 -37.181	 -184.17214054	 -184.11288812
   1.123	   2.000	 138.000	 -37.044	 -184.17207645	 -184.11304231
   1.123	   2.000	 139.000	 -36.908	 -184.17200971	 -184.11319273
   1.123	   2.000	 140.000	 -36.773	 -184.17194061	 -184.11333937
   1.123	   2.000	 141.000	 -36.638	 -184.17186942	 -184.11348228
   1.123	   2.000	 142.000	 -36.505	 -184.17179641	 -184.11362138
   1.123	   2.000	 143.000	 -36.374	 -184.17172186	 -184.11375672
   1.123	   2.000	 144.000	 -36.243	 -184.17164600	 -184.11388831
   1.123	   2.000	 145.000	 -36.115	 -184.17156910	 -184.11401615
   1.123	   2.000	 146.000	 -35.988	 -184.17149141	 -184.11414026
   1.123	   2.000	 147.000	 -35.864	 -184.17141316	 -184.11426063
   1.123	   2.000	 148.000	 -35.741	 -184.17133460	 -184.11437729
   1.123	   2.000	 149.000	 -35.621	 -184.17125594	 -184.11449025
   1.123	   2.000	 150.000	 -35.503	 -184.17117743	 -184.11459951
   1.123	   2.000	 151.000	 -35.388	 -184.17109927	 -184.11470505
   1.123	   2.000	 152.000	 -35.275	 -184.17102168	 -184.11480698
   1.123	   2.000	 153.000	 -35.165	 -184.17094487	 -184.11490521
   1.123	   2.000	 154.000	 -35.058	 -184.17086904	 -184.11499978
   1.123	   2.000	 155.000	 -34.955	 -184.17079439	 -184.11509077
   1.123	   2.000	 156.000	 -34.854	 -184.17072111	 -184.11517810
   1.123	   2.000	 157.000	 -34.756	 -184.17064937	 -184.11526181
   1.215	   2.000	 158.000	   0.000	    0.00000000	    0.00000000
   1.123	   2.000	 159.000	 -34.571	 -184.17051127	 -184.11541845
   1.123	   2.000	 160.000	 -34.484	 -184.17044522	 -184.11549138
   1.123	   2.000	 161.000	 -34.401	 -184.17038142	 -184.11556071
   1.123	   2.000	 162.000	 -34.321	 -184.17031998	 -184.11562650
   1.123	   2.000	 163.000	 -34.245	 -184.17026106	 -184.11568873
   1.123	   2.000	 164.000	 -34.173	 -184.17020478	 -184.11574740
   1.123	   2.000	 165.000	 -34.104	 -184.17015129	 -184.11580252
   1.123	   2.000	 166.000	 -34.040	 -184.17010068	 -184.11585408
   1.123	   2.000	 167.000	 -33.980	 -184.17005309	 -184.11590210
   1.123	   2.000	 168.000	 -33.924	 -184.17000861	 -184.11594656
   1.123	   2.000	 169.000	 -33.873	 -184.16996733	 -184.11598748
